Cod_Comunidad,Comunidad,Cod_Provincia,Provincia,Codigo,Municipio,Hombres,Mujeres,Habitantes,Latitud,Longitud,Altitud
7,07 Castilla y León,9,09 Burgos,9058,09058 Buniel,336,276,612,42.30971,-3.823738,819.815
7,07 Castilla y León,9,09 Burgos,9059,09059 Burgos,83667,92228,175895,42.34087,-3.699731,865.8016
7,07 Castilla y León,9,09 Burgos,9060,09060 Busto de Bureba,80,63,143,42.65941,-3.264715,708.1784
7,07 Castilla y León,9,09 Burgos,9061,09061 Cabañes de Esgueva,85,64,149,41.8313,-3.785393,885.2454
7,07 Castilla y León,9,09 Burgos,9062,09062 Cabezón de la Sierra,16,20,36,41.93455,-3.242159,1016.805
7,07 Castilla y León,9,09 Burgos,9064,09064 Caleruega,214,186,400,41.82503,-3.486718,955.7069
7,07 Castilla y León,9,09 Burgos,9065,09065 Campillo de Aranda,96,75,171,41.61026,-3.730296,912.9706
7,07 Castilla y León,9,09 Burgos,9066,09066 Campolara,34,14,48,42.11951,-3.427225,971.9648
7,07 Castilla y León,9,09 Burgos,9067,09067 Canicosa de la Sierra,227,197,424,41.93606,-3.042048,1130.863
7,07 Castilla y León,9,09 Burgos,9068,09068 Cantabrana,15,8,23,42.73465,-3.4672,636.0662
7,07 Castilla y León,9,09 Burgos,9070,09070 Carazo,26,13,39,41.96952,-3.353925,1127.545
7,07 Castilla y León,9,09 Burgos,9071,09071 Carcedo de Bureba,19,18,37,42.5783,-3.498399,751.9003
7,07 Castilla y León,9,09 Burgos,9072,09072 Carcedo de Burgos,261,223,484,42.2861,-3.623026,989.6016
7,07 Castilla y León,9,09 Burgos,9073,09073 Cardeñadijo,773,657,1430,42.2997,-3.665262,899.719
7,07 Castilla y León,9,09 Burgos,9074,09074 Cardeñajimeno,619,550,1169,42.33102,-3.621846,924.9677
7,07 Castilla y León,9,09 Burgos,9075,09075 Cardeñuela Riopico,64,47,111,42.35997,-3.55778,926.5973
7,07 Castilla y León,9,09 Burgos,9076,09076 Carrias,18,6,24,42.4817,-3.283208,821.5297
7,07 Castilla y León,9,09 Burgos,9077,09077 Cascajares de Bureba,17,10,27,42.67904,-3.237395,802.5067
7,07 Castilla y León,9,09 Burgos,9078,09078 Cascajares de la Sierra,15,12,27,42.06187,-3.39957,927.9459
7,07 Castilla y León,9,09 Burgos,9079,09079 Castellanos de Castro,28,18,46,42.32857,-4.03372,873.9877
7,07 Castilla y León,9,09 Burgos,9083,09083 Castil de Peones,15,13,28,42.48307,-3.38459,790.1807
7,07 Castilla y León,9,09 Burgos,9082,09082 Castildelgado,20,15,35,42.43724,-3.084511,768.4348
7,07 Castilla y León,9,09 Burgos,9090,09090 Castrillo Mota de Judíos,28,24,52,42.3,-4.0667,791.0
7,07 Castilla y León,9,09 Burgos,9088,09088 Castrillo de Riopisuerga,35,23,58,42.51493,-4.252292,816.8545
7,07 Castilla y León,9,09 Burgos,9084,09084 Castrillo de la Reina,105,53,158,41.98731,-3.237118,978.027
7,07 Castilla y León,9,09 Burgos,9085,09085 Castrillo de la Vega,332,289,621,41.65073,-3.781646,808.438
7,07 Castilla y León,9,09 Burgos,9086,09086 Castrillo del Val,453,370,823,42.31421,-3.584872,942.9785
7,07 Castilla y León,9,09 Burgos,9091,09091 Castrojeriz,411,367,778,42.28828,-4.138836,816.0674
7,07 Castilla y León,9,09 Burgos,9063,09063 Cavia,148,100,248,42.28385,-3.845257,815.5443
7,07 Castilla y León,9,09 Burgos,9093,09093 Cayuela,111,78,189,42.27256,-3.819528,821.8987
7,07 Castilla y León,9,09 Burgos,9094,09094 Cebrecos,35,23,58,41.9832,-3.596634,950.4548
7,07 Castilla y León,9,09 Burgos,9095,09095 Celada del Camino,47,43,90,42.26265,-3.933845,796.4451
7,07 Castilla y León,9,09 Burgos,9098,09098 Cerezo de Río Tirón,272,218,490,42.49125,-3.135633,650.4071
7,07 Castilla y León,9,09 Burgos,9100,09100 Cerratón de Juarros,32,13,45,42.42218,-3.373947,959.26
7,07 Castilla y León,9,09 Burgos,9101,09101 Ciadoncha,45,25,70,42.1606,-3.9348,789.7081
7,07 Castilla y León,9,09 Burgos,9102,09102 Cillaperlata,21,9,30,42.78268,-3.358483,540.39
7,07 Castilla y León,9,09 Burgos,9103,09103 Cilleruelo de Abajo,121,88,209,41.88422,-3.795598,915.1015
7,07 Castilla y León,9,09 Burgos,9104,09104 Cilleruelo de Arriba,27,22,49,41.90474,-3.660519,966.1483
7,07 Castilla y León,9,09 Burgos,9105,09105 Ciruelos de Cervera,56,43,99,41.90557,-3.530057,1019.25
7,07 Castilla y León,9,09 Burgos,9108,09108 Cogollos,385,292,677,42.20072,-3.699386,887.1991
7,07 Castilla y León,9,09 Burgos,9109,09109 Condado de Treviño,820,669,1489,42.7349,-2.74691,561.0759
7,07 Castilla y León,9,09 Burgos,9110,09110 Contreras,53,34,87,42.02149,-3.410147,1023.346
7,07 Castilla y León,9,09 Burgos,9112,09112 Coruña del Conde,65,35,100,41.76587,-3.391761,907.8076
7,07 Castilla y León,9,09 Burgos,9113,09113 Covarrubias,281,224,505,42.05919,-3.520237,895.1803
7,07 Castilla y León,9,09 Burgos,9114,09114 Cubillo del Campo,55,46,101,42.16857,-3.610348,991.9786
7,07 Castilla y León,9,09 Burgos,9115,09115 Cubo de Bureba,58,43,101,42.64042,-3.206735,685.0
7,07 Castilla y León,9,09 Burgos,9117,"09117 Cueva de Roa, La",49,40,89,41.66653,-3.939688,768.5865
7,07 Castilla y León,9,09 Burgos,9119,09119 Cuevas de San Clemente,23,22,45,42.12992,-3.568581,1030.792
7,07 Castilla y León,9,09 Burgos,9120,09120 Encío,22,19,41,42.66777,-3.084554,588.3317
7,07 Castilla y León,9,09 Burgos,9122,09122 Espinosa de Cervera,54,31,85,41.89632,-3.468393,1030.725
7,07 Castilla y León,9,09 Burgos,9124,09124 Espinosa de los Monteros,850,798,1648,43.07687,-3.552301,753.3468
7,07 Castilla y León,9,09 Burgos,9123,09123 Espinosa del Camino,24,18,42,42.40644,-3.281149,894.847
7,07 Castilla y León,9,09 Burgos,9125,09125 Estépar,367,267,634,42.2767,-3.89849,810.9069
7,07 Castilla y León,9,09 Burgos,9127,09127 Fontioso,33,21,54,41.94261,-3.739049,959.9049
7,07 Castilla y León,9,09 Burgos,9128,09128 Frandovínez,53,43,96,42.30937,-3.838241,823.8157
7,07 Castilla y León,9,09 Burgos,9129,09129 Fresneda de la Sierra Tirón,58,39,97,42.31503,-3.13507,983.1557
7,07 Castilla y León,9,09 Burgos,9130,09130 Fresneña,43,23,66,42.41425,-3.134803,843.5111
7,07 Castilla y León,9,09 Burgos,9131,09131 Fresnillo de las Dueñas,370,323,693,41.64692,-3.644559,803.7737
7,07 Castilla y León,9,09 Burgos,9133,09133 Fresno de Rodilla,28,21,49,42.42011,-3.485178,975.9765
7,07 Castilla y León,9,09 Burgos,9132,09132 Fresno de Río Tirón,95,65,160,42.4602,-3.17496,706.4641
7,07 Castilla y León,9,09 Burgos,9134,09134 Frías,139,131,270,42.76148,-3.294353,552.6826
7,07 Castilla y León,9,09 Burgos,9135,09135 Fuentebureba,33,23,56,42.63403,-3.234902,679.7742
7,07 Castilla y León,9,09 Burgos,9136,09136 Fuentecén,131,106,237,41.62859,-3.869621,823.7171
7,07 Castilla y León,9,09 Burgos,9137,09137 Fuentelcésped,144,129,273,41.59122,-3.640737,891.0616
7,07 Castilla y León,9,09 Burgos,9138,09138 Fuentelisendo,56,43,99,41.6224,-3.901975,829.7731
7,07 Castilla y León,9,09 Burgos,9139,09139 Fuentemolinos,62,29,91,41.60551,-3.849833,881.0905
7,07 Castilla y León,9,09 Burgos,9140,09140 Fuentenebro,81,55,136,41.52533,-3.75369,917.0896
7,07 Castilla y León,9,09 Burgos,9141,09141 Fuentespina,423,393,816,41.63168,-3.686191,824.6624
7,07 Castilla y León,9,09 Burgos,9143,09143 Galbarros,18,9,27,42.5279,-3.437926,942.7526
7,07 Castilla y León,9,09 Burgos,9144,"09144 Gallega, La",26,13,39,41.89865,-3.26404,1113.472
7,07 Castilla y León,9,09 Burgos,9148,09148 Grijalba,55,57,112,42.42995,-4.118997,813.0934
7,07 Castilla y León,9,09 Burgos,9149,09149 Grisaleña,40,13,53,42.59092,-3.26404,743.1436
7,07 Castilla y León,9,09 Burgos,9151,09151 Gumiel de Izán,323,261,584,41.7734,-3.688242,857.4003
7,07 Castilla y León,9,09 Burgos,9152,09152 Gumiel de Mercado,210,170,380,41.75608,-3.802108,836.8545
7,07 Castilla y León,9,09 Burgos,9154,09154 Hacinas,90,59,149,41.9852,-3.28705,999.0156
7,07 Castilla y León,9,09 Burgos,9155,09155 Haza,24,10,34,41.62142,-3.829452,902.7407
7,07 Castilla y León,9,09 Burgos,9159,09159 Hontanas,44,27,71,42.31303,-4.045938,864.0971
7,07 Castilla y León,9,09 Burgos,9160,09160 Hontangas,65,34,99,41.58269,-3.796304,839.5234
7,07 Castilla y León,9,09 Burgos,9164,09164 Hontoria de Valdearados,100,64,164,41.74445,-3.520228,867.0024
7,07 Castilla y León,9,09 Burgos,9162,09162 Hontoria de la Cantera,99,75,174,42.18913,-3.643586,942.0605
7,07 Castilla y León,9,09 Burgos,9163,09163 Hontoria del Pinar,332,278,610,41.8486,-3.162302,1059.013
7,07 Castilla y León,9,09 Burgos,9166,"09166 Hormazas, Las",50,49,99,42.515,-3.896111,1009.913
7,07 Castilla y León,9,09 Burgos,9167,09167 Hornillos del Camino,27,19,46,42.33831,-3.925357,821.6969
7,07 Castilla y León,9,09 Burgos,9168,"09168 Horra, La",172,131,303,41.74088,-3.875266,807.9294
7,07 Castilla y León,9,09 Burgos,9169,09169 Hortigüela,72,35,107,42.0681,-3.425503,937.3899
7,07 Castilla y León,9,09 Burgos,9170,09170 Hoyales de Roa,113,99,212,41.65891,-3.862995,795.561
7,07 Castilla y León,9,09 Burgos,9173,09173 Huerta de Arriba,72,56,128,42.11634,-3.082139,1206.336
7,07 Castilla y León,9,09 Burgos,9174,09174 Huerta de Rey,479,402,881,41.83988,-3.349127,991.6105
7,07 Castilla y León,9,09 Burgos,9175,09175 Humada,81,35,116,42.66822,-4.083444,954.9947
7,07 Castilla y León,9,09 Burgos,9176,09176 Hurones,33,20,53,42.40615,-3.613922,915.0182
7,07 Castilla y León,9,09 Burgos,9172,09172 Huérmeces,85,68,153,42.52169,-3.77164,886.0017
7,07 Castilla y León,9,09 Burgos,9177,09177 Ibeas de Juarros,760,685,1445,42.33124,-3.535495,932.6844
7,07 Castilla y León,9,09 Burgos,9178,09178 Ibrillos,22,7,29,42.45407,-3.0831,739.1857
7,07 Castilla y León,9,09 Burgos,9179,09179 Iglesiarrubia,23,22,45,41.97432,-3.846759,886.8805
7,07 Castilla y León,9,09 Burgos,9180,09180 Iglesias,72,69,141,42.29795,-3.990041,850.6342
7,07 Castilla y León,9,09 Burgos,9181,09181 Isar,155,129,284,42.36185,-3.930288,835.423
7,07 Castilla y León,9,09 Burgos,9182,09182 Itero del Castillo,43,28,71,42.28941,-4.244414,775.8432
7,07 Castilla y León,9,09 Burgos,9184,09184 Jaramillo Quemado,8,2,10,42.08483,-3.360913,975.7737
7,07 Castilla y León,9,09 Burgos,9183,09183 Jaramillo de la Fuente,30,17,47,42.11487,-3.312734,1056.931
7,07 Castilla y León,9,09 Burgos,9189,09189 Junta de Traslaloma,68,54,122,43.03695,-3.389445,674.0426
7,07 Castilla y León,9,09 Burgos,9190,09190 Junta de Villalba de Losa,41,37,78,42.93537,-3.087131,665.9935
7,07 Castilla y León,9,09 Burgos,9191,09191 Jurisdicción de Lara,25,16,41,42.13472,-3.449722,991.6866
7,07 Castilla y León,9,09 Burgos,9192,09192 Jurisdicción de San Zadornil,39,27,66,42.84143,-3.157743,645.5733
7,07 Castilla y León,9,09 Burgos,9194,09194 Lerma,1277,1279,2556,42.02583,-3.75596,861.3351
7,07 Castilla y León,9,09 Burgos,9195,09195 Llano de Bureba,36,13,49,42.62436,-3.459093,643.2963
7,07 Castilla y León,9,09 Burgos,9196,09196 Madrigal del Monte,87,56,143,42.14449,-3.675512,936.2405
7,07 Castilla y León,9,09 Burgos,9197,09197 Madrigalejo del Monte,103,73,176,42.12458,-3.725459,893.5258
7,07 Castilla y León,9,09 Burgos,9198,09198 Mahamud,61,44,105,42.11988,-3.94084,829.49
7,07 Castilla y León,9,09 Burgos,9199,09199 Mambrilla de Castrejón,68,39,107,41.66708,-3.984727,825.6786
7,07 Castilla y León,9,09 Burgos,9200,09200 Mambrillas de Lara,34,22,56,42.09437,-3.461727,991.4476
7,07 Castilla y León,9,09 Burgos,9201,09201 Mamolar,13,15,28,41.92689,-3.361871,1087.678
7,07 Castilla y León,9,09 Burgos,9202,09202 Manciles,12,9,21,42.4558,-3.944278,883.8896
7,07 Castilla y León,9,09 Burgos,9206,09206 Mazuela,32,24,56,42.20672,-3.918213,823.2963
7,07 Castilla y León,9,09 Burgos,9208,09208 Mecerreyes,105,83,188,42.0954,-3.573741,988.3194
7,07 Castilla y León,9,09 Burgos,9209,09209 Medina de Pomar,3040,2957,5997,42.92837,-3.487223,600.9326
7,07 Castilla y León,9,09 Burgos,9211,09211 Melgar de Fernamental,846,667,1513,42.40352,-4.244519,804.4712
7,07 Castilla y León,9,09 Burgos,9213,09213 Merindad de Cuesta-Urria,161,109,270,42.9,-3.391667,914.2464
7,07 Castilla y León,9,09 Burgos,9214,09214 Merindad de Montija,436,300,736,43.09207,-3.43402,739.4695
7,07 Castilla y León,9,09 Burgos,9906,09906 Merindad de Río Ubierna,792,619,1411,42.61666,-3.65,965.3793
7,07 Castilla y León,9,09 Burgos,9215,09215 Merindad de Sotoscueva,238,174,412,43.05877,-3.642048,760.6615
7,07 Castilla y León,9,09 Burgos,9216,09216 Merindad de Valdeporres,214,207,421,43.02056,-3.768611,754.3774
7,07 Castilla y León,9,09 Burgos,9217,09217 Merindad de Valdivielso,224,177,401,42.82,-3.536,594.3845
7,07 Castilla y León,9,09 Burgos,9218,09218 Milagros,215,200,415,41.57555,-3.699167,848.9799
7,07 Castilla y León,9,09 Burgos,9219,09219 Miranda de Ebro,17793,18225,36018,42.68734,-2.947593,465.1602
7,07 Castilla y León,9,09 Burgos,9220,09220 Miraveche,58,37,95,42.67471,-3.19961,804.4718
7,07 Castilla y León,9,09 Burgos,9221,09221 Modúbar de la Emparedada,424,345,769,42.26012,-3.659911,887.0018
7,07 Castilla y León,9,09 Burgos,9224,09224 Monasterio de Rodilla,95,74,169,42.45771,-3.468888,877.2269
7,07 Castilla y León,9,09 Burgos,9223,09223 Monasterio de la Sierra,27,13,40,42.05131,-3.193589,1169.284
7,07 Castilla y León,9,09 Burgos,9225,09225 Moncalvillo,43,33,76,41.9552,-3.199341,1049.716
7,07 Castilla y León,9,09 Burgos,9226,09226 Monterrubio de la Demanda,33,23,56,42.1481,-3.112634,1209.271
7,07 Castilla y León,9,09 Burgos,9227,09227 Montorio,87,62,149,42.58467,-3.776581,945.1601
7,07 Castilla y León,9,09 Burgos,9228,09228 Moradillo de Roa,91,79,170,41.55196,-3.791871,919.9839
7,07 Castilla y León,9,09 Burgos,9229,09229 Nava de Roa,108,91,199,41.61383,-3.965231,785.074
7,07 Castilla y León,9,09 Burgos,9230,09230 Navas de Bureba,12,12,24,42.68237,-3.32677,764.6017
7,07 Castilla y León,9,09 Burgos,9231,09231 Nebreda,34,21,55,41.96859,-3.63392,916.8637
7,07 Castilla y León,9,09 Burgos,9232,09232 Neila,67,52,119,42.05984,-2.997184,1180.486
7,07 Castilla y León,9,09 Burgos,9235,09235 Olmedillo de Roa,107,72,179,41.78319,-3.934045,840.8633
7,07 Castilla y León,9,09 Burgos,9236,09236 Olmillos de Muñó,23,17,40,42.20261,-3.940343,807.4762
7,07 Castilla y León,9,09 Burgos,9239,09239 Oquillas,27,22,49,41.8317,-3.703652,913.3432
7,07 Castilla y León,9,09 Burgos,9241,09241 Orbaneja Riopico,195,155,350,42.36023,-3.583582,911.2252
7,07 Castilla y León,9,09 Burgos,9238,09238 Oña,497,454,951,42.73478,-3.414072,585.5073
7,07 Castilla y León,9,09 Burgos,9242,09242 Padilla de Abajo,43,24,67,42.40781,-4.176731,798.9708
7,07 Castilla y León,9,09 Burgos,9243,09243 Padilla de Arriba,59,33,92,42.43821,-4.194777,830.7649
7,07 Castilla y León,9,09 Burgos,9244,09244 Padrones de Bureba,30,30,60,42.7049,-3.532114,781.8212
7,07 Castilla y León,9,09 Burgos,9247,09247 Palacios de Riopisuerga,10,8,18,42.34376,-4.256989,777.4734
7,07 Castilla y León,9,09 Burgos,9246,09246 Palacios de la Sierra,344,331,675,41.96359,-3.126263,1065.092
7,07 Castilla y León,9,09 Burgos,9249,09249 Palazuelos de Muñó,31,23,54,42.19647,-3.988374,786.5093
7,07 Castilla y León,9,09 Burgos,9248,09248 Palazuelos de la Sierra,53,40,93,42.21181,-3.459925,1107.045
7,07 Castilla y León,9,09 Burgos,9250,09250 Pampliega,163,128,291,42.20591,-3.987587,807.5865
7,07 Castilla y León,9,09 Burgos,9251,09251 Pancorbo,235,202,437,42.63524,-3.110586,631.5779
7,07 Castilla y León,9,09 Burgos,9253,09253 Pardilla,63,39,102,41.55063,-3.710233,883.9958
7,07 Castilla y León,9,09 Burgos,9255,09255 Partido de la Sierra en Tobalina,52,29,81,42.71667,-3.233333,919.4133
7,07 Castilla y León,9,09 Burgos,9256,09256 Pedrosa de Duero,271,189,460,41.71184,-3.987098,840.3677
7,07 Castilla y León,9,09 Burgos,9259,09259 Pedrosa de Río Úrbel,145,98,243,42.40971,-3.821324,844.2335
7,07 Castilla y León,9,09 Burgos,9258,09258 Pedrosa del Príncipe,88,75,163,42.24924,-4.198915,772.689
7,07 Castilla y León,9,09 Burgos,9257,09257 Pedrosa del Páramo,54,35,89,42.44224,-3.972769,943.9882
7,07 Castilla y León,9,09 Burgos,9262,09262 Peral de Arlanza,95,75,170,42.07603,-4.077512,774.4771
7,07 Castilla y León,9,09 Burgos,9261,09261 Peñaranda de Duero,241,224,465,41.68876,-3.480297,863.9903
7,07 Castilla y León,9,09 Burgos,9267,09267 Pineda Trasmonte,62,36,98,41.90881,-3.695628,951.4017
7,07 Castilla y León,9,09 Burgos,9266,09266 Pineda de la Sierra,63,31,94,42.21596,-3.29737,1207.499
7,07 Castilla y León,9,09 Burgos,9270,09270 Pinilla Trasmonte,93,68,161,41.87348,-3.620033,935.5198
7,07 Castilla y León,9,09 Burgos,9268,09268 Pinilla de los Barruecos,60,38,98,41.91891,-3.305166,1078.882
7,07 Castilla y León,9,09 Burgos,9269,09269 Pinilla de los Moros,20,13,33,42.06802,-3.327312,972.2211
7,07 Castilla y León,9,09 Burgos,9265,09265 Piérnigas,23,16,39,42.59008,-3.412804,742.1521
7,07 Castilla y León,9,09 Burgos,9272,09272 Poza de la Sal,158,125,283,42.66542,-3.501162,756.3673
7,07 Castilla y León,9,09 Burgos,9274,09274 Pradoluengo,536,534,1070,42.3237,-3.200787,967.4692
7,07 Castilla y León,9,09 Burgos,9275,09275 Presencio,119,88,207,42.18675,-3.901966,812.668
7,07 Castilla y León,9,09 Burgos,9273,09273 Prádanos de Bureba,36,20,56,42.5023,-3.347642,757.1823
7,07 Castilla y León,9,09 Burgos,9276,"09276 Puebla de Arganzón, La",293,264,557,42.76628,-2.831537,481.9095
7,07 Castilla y León,9,09 Burgos,9277,09277 Puentedura,79,43,122,42.04167,-3.582952,863.5676
7,07 Castilla y León,9,09 Burgos,9279,09279 Quemada,140,98,238,41.70045,-3.574928,845.9969
7,07 Castilla y León,9,09 Burgos,9281,09281 Quintana del Pidio,79,70,149,41.7596,-3.751569,845.543
7,07 Castilla y León,9,09 Burgos,9280,09280 Quintanabureba,18,13,31,42.58692,-3.366666,685.0708
7,07 Castilla y León,9,09 Burgos,9287,09287 Quintanaortuño,154,130,284,42.44994,-3.683778,866.8036
7,07 Castilla y León,9,09 Burgos,9288,09288 Quintanapalla,61,59,120,42.40835,-3.534245,926.6073
7,07 Castilla y León,9,09 Burgos,9289,09289 Quintanar de la Sierra,788,725,1513,41.98133,-3.040702,1123.957
7,07 Castilla y León,9,09 Burgos,9292,09292 Quintanavides,37,27,64,42.48142,-3.424978,821.1276
7,07 Castilla y León,9,09 Burgos,9283,09283 Quintanaélez,29,18,47,42.6687,-3.299189,706.2351
7,07 Castilla y León,9,09 Burgos,9298,09298 Quintanilla San García,39,29,68,42.54919,-3.193922,728.1328
7,07 Castilla y León,9,09 Burgos,9301,09301 Quintanilla Vivar,471,414,885,42.41479,-3.690509,847.6979
7,07 Castilla y León,9,09 Burgos,9294,09294 Quintanilla de la Mata,70,38,108,41.98862,-3.76779,879.5328
7,07 Castilla y León,9,09 Burgos,9901,09901 Quintanilla del Agua y Tordueles,183,152,335,42.0411,-3.652041,886.2692
7,07 Castilla y León,9,09 Burgos,9295,09295 Quintanilla del Coco,26,24,50,41.97923,-3.516723,944.5446
7,07 Castilla y León,9,09 Burgos,9297,"09297 Quintanillas, Las",227,161,388,42.37259,-3.843971,845.5656
7,07 Castilla y León,9,09 Burgos,9302,09302 Rabanera del Pinar,62,37,99,41.89267,-3.19425,1089.831
7,07 Castilla y León,9,09 Burgos,9304,09304 Rabé de las Calzadas,125,125,250,42.34017,-3.83422,828.6588
7,07 Castilla y León,9,09 Burgos,9306,09306 Rebolledo de la Torre,53,39,92,42.68719,-4.227346,946.585
7,07 Castilla y León,9,09 Burgos,9307,09307 Redecilla del Camino,53,40,93,42.43816,-3.065058,742.664
7,07 Castilla y León,9,09 Burgos,9308,09308 Redecilla del Campo,42,25,67,42.46679,-3.115167,744.6154
7,07 Castilla y León,9,09 Burgos,9309,09309 Regumiel de la Sierra,174,127,301,41.95593,-2.987816,1119.525
7,07 Castilla y León,9,09 Burgos,9310,09310 Reinoso,13,5,18,42.51133,-3.381955,857.253
7,07 Castilla y León,9,09 Burgos,9311,09311 Retuerta,35,24,59,42.02995,-3.507748,898.2924
7,07 Castilla y León,9,09 Burgos,9316,09316 Revilla Vallejera,70,45,115,42.14722,-4.134238,790.5965
7,07 Castilla y León,9,09 Burgos,9314,09314 Revilla del Campo,58,36,94,42.21154,-3.5374,943.8928
7,07 Castilla y León,9,09 Burgos,9312,"09312 Revilla y Ahedo, La",58,43,101,41.99827,-3.351927,1016.2
7,07 Castilla y León,9,09 Burgos,9315,09315 Revillarruz,335,299,634,42.23075,-3.6538,887.4633
7,07 Castilla y León,9,09 Burgos,9317,09317 Rezmondo,6,11,17,42.51596,-4.238618,829.0405
7,07 Castilla y León,9,09 Burgos,9318,09318 Riocavado de la Sierra,35,20,55,42.15218,-3.198172,1138.1
7,07 Castilla y León,9,09 Burgos,9321,09321 Roa,1161,1083,2244,41.69711,-3.928005,816.1801
7,07 Castilla y León,9,09 Burgos,9323,09323 Rojas,39,21,60,42.57769,-3.4409,722.4857
7,07 Castilla y León,9,09 Burgos,9325,09325 Royuela de Río Franco,103,67,170,41.99681,-3.956869,836.2991
7,07 Castilla y León,9,09 Burgos,9326,09326 Rubena,126,91,217,42.38781,-3.574296,907.232
7,07 Castilla y León,9,09 Burgos,9327,09327 Rublacedo de Abajo,15,18,33,42.55323,-3.502227,791.6646
7,07 Castilla y León,9,09 Burgos,9328,09328 Rucandio,37,35,72,42.75172,-3.54248,814.6119
7,07 Castilla y León,9,09 Burgos,9303,09303 Rábanos,49,30,79,42.3198,-3.270114,1169.908
7,07 Castilla y León,9,09 Burgos,9329,09329 Salas de Bureba,77,52,129,42.69194,-3.473988,636.4282
7,07 Castilla y León,9,09 Burgos,9330,09330 Salas de los Infantes,1033,951,1984,42.02327,-3.286438,955.1323
7,07 Castilla y León,9,09 Burgos,9332,09332 Saldaña de Burgos,114,87,201,42.25925,-3.697733,865.5466
7,07 Castilla y León,9,09 Burgos,9334,09334 Salinillas de Bureba,33,15,48,42.55315,-3.386741,864.7104
7,07 Castilla y León,9,09 Burgos,9335,09335 San Adrián de Juarros,56,30,86,42.2742,-3.475125,1046.845
7,07 Castilla y León,9,09 Burgos,9337,09337 San Juan del Monte,85,67,152,41.6844,-3.521135,840.6755
7,07 Castilla y León,9,09 Burgos,9338,09338 San Mamés de Burgos,184,126,310,42.33744,-3.794107,839.3281
7,07 Castilla y León,9,09 Burgos,9339,09339 San Martín de Rubiales,84,55,139,41.64256,-3.993453,807.8439
7,07 Castilla y León,9,09 Burgos,9340,09340 San Millán de Lara,46,15,61,42.13653,-3.345795,1091.387
7,07 Castilla y León,9,09 Burgos,9360,09360 San Vicente del Valle,17,11,28,42.3372,-3.162195,959.6901
7,07 Castilla y León,9,09 Burgos,9343,09343 Santa Cecilia,64,41,105,42.05219,-3.803176,838.1049
7,07 Castilla y León,9,09 Burgos,9345,09345 Santa Cruz de la Salceda,79,55,134,41.59478,-3.594756,877.335
7,07 Castilla y León,9,09 Burgos,9346,09346 Santa Cruz del Valle Urbión,67,36,103,42.30286,-3.22192,966.4688
7,07 Castilla y León,9,09 Burgos,9347,09347 Santa Gadea del Cid,89,72,161,42.71543,-3.059203,504.1093
7,07 Castilla y León,9,09 Burgos,9348,09348 Santa Inés,85,70,155,42.03945,-3.702686,855.8006
7,07 Castilla y León,9,09 Burgos,9353,09353 Santa María Ribarredonda,57,38,95,42.3,-4.0667,694.0
7,07 Castilla y León,9,09 Burgos,9350,09350 Santa María del Campo,282,241,523,42.13218,-3.974421,820.0243
7,07 Castilla y León,9,09 Burgos,9351,09351 Santa María del Invierno,48,19,67,42.44278,-3.437732,856.8571
7,07 Castilla y León,9,09 Burgos,9352,09352 Santa María del Mercadillo,70,38,108,41.85995,-3.559022,961.0493
7,07 Castilla y León,9,09 Burgos,9354,09354 Santa Olalla de Bureba,26,12,38,42.47622,-3.440882,842.1753
7,07 Castilla y León,9,09 Burgos,9355,09355 Santibáñez de Esgueva,42,35,77,41.83353,-3.75887,916.1117
7,07 Castilla y León,9,09 Burgos,9356,09356 Santibáñez del Val,40,30,70,41.97408,-3.480564,940.0613
7,07 Castilla y León,9,09 Burgos,9358,09358 Santo Domingo de Silos,164,83,247,41.96238,-3.419734,1003.193
7,07 Castilla y León,9,09 Burgos,9361,09361 Sargentes de la Lora,76,57,133,42.76923,-3.872826,1016.58
7,07 Castilla y León,9,09 Burgos,9362,09362 Sarracín,139,122,261,42.25746,-3.685354,861.6798
7,07 Castilla y León,9,09 Burgos,9363,09363 Sasamón,523,389,912,42.41784,-4.043491,822.8265
7,07 Castilla y León,9,09 Burgos,9365,"09365 Sequera de Haza, La",19,8,27,41.56364,-3.817178,865.857
7,07 Castilla y León,9,09 Burgos,9366,09366 Solarana,48,29,77,41.97002,-3.660142,903.6647
7,07 Castilla y León,9,09 Burgos,9368,09368 Sordillos,13,9,22,42.46181,-4.107079,820.5914
7,07 Castilla y León,9,09 Burgos,9369,09369 Sotillo de la Ribera,254,216,470,41.77686,-3.826122,846.7383
7,07 Castilla y León,9,09 Burgos,9372,09372 Sotragero,173,128,301,42.40995,-3.713181,848.6204
7,07 Castilla y León,9,09 Burgos,9373,09373 Sotresgudo,251,169,420,42.57833,-4.177177,867.8129
7,07 Castilla y León,9,09 Burgos,9374,09374 Susinos del Páramo,74,44,118,42.47124,-3.925125,891.6351
7,07 Castilla y León,9,09 Burgos,9375,09375 Tamarón,33,22,55,42.27272,-3.990991,819.7283
7,07 Castilla y León,9,09 Burgos,9377,09377 Tardajos,453,411,864,42.34735,-3.819411,820.7985
7,07 Castilla y León,9,09 Burgos,9378,09378 Tejada,20,15,35,41.95241,-3.536148,1088.137
7,07 Castilla y León,9,09 Burgos,9380,09380 Terradillos de Esgueva,30,34,64,41.81919,-3.842888,871.492
